eventdate,deviceid,driverid,x,y,z
2015-01-22 17:19:06,testdevice,1,-0.042989795918367345,0.007816326530612245,-1.0123979591836734
2015-01-22 17:19:06,testdevice,1,-0.04104081632653061,0.0019489795918367343,-1.022173469387755
2015-01-22 17:19:06,testdevice,1,-0.048857142857142856,0.009765306122448978,-1.022173469387755
2015-01-22 17:19:06,testdevice,1,-0.037132653061224485,-0.007816326530612245,-1.0319489795918366
2015-01-22 17:19:06,testdevice,1,-0.04494897959183673,0.013673469387755101,-1.0378061224489796
2015-01-22 17:19:06,testdevice,1,-0.04689795918367347,0.009765306122448978,-1.0280408163265304
2015-01-22 17:19:06,testdevice,1,-0.0351734693877551,-0.003908163265306123,-1.0163061224489796
2015-01-22 17:19:06,testdevice,1,-0.037132653061224485,0.013673469387755101,-1.0202142857142857
2015-01-22 17:19:06,testdevice,1,-0.04104081632653061,-0.0019489795918367343,-1.0202142857142857
2015-01-22 17:19:06,testdevice,1,-0.042989795918367345,-0.003908163265306123,-1.0241224489795917
2015-01-22 17:19:07,testdevice,1,-0.042989795918367345,-0.003908163265306123,-1.0241224489795917
2015-01-22 17:19:07,testdevice,1,-0.03126530612244898,0.013673469387755101,-1.022173469387755
2015-01-22 17:19:07,testdevice,1,-0.042989795918367345,0.0019489795918367343,-1.0202142857142857
2015-01-22 17:19:07,testdevice,1,-0.042989795918367345,-0.0019489795918367343,-1.0241224489795917
2015-01-22 17:19:07,testdevice,1,-0.04104081632653061,0.007816326530612245,-1.018265306122449
2015-01-22 17:19:07,testdevice,1,-0.037132653061224485,0.0019489795918367343,-1.0241224489795917
2015-01-22 17:19:07,testdevice,1,-0.042989795918367345,-0.005857142857142857,-1.022173469387755
2015-01-22 17:19:07,testdevice,1,-0.048857142857142856,0.007816326530612245,-1.0319489795918366
2015-01-22 17:19:07,testdevice,1,-0.03908163265306122,-0.011724489795918367,-1.0202142857142857
2015-01-22 17:19:08,testdevice,1,-0.05472448979591836,-0.005857142857142857,-1.018265306122449
2015-01-22 17:19:08,testdevice,1,-0.042989795918367345,-0.003908163265306123,-1.0202142857142857
2015-01-22 17:19:08,testdevice,1,-0.03908163265306122,-0.005857142857142857,-1.026081632653061
2015-01-22 17:19:08,testdevice,1,-0.03126530612244898,-0.005857142857142857,-1.0123979591836734
2015-01-22 17:19:08,testdevice,1,-0.042989795918367345,-0.009765306122448978,-1.0299897959183673
2015-01-22 17:19:08,testdevice,1,-0.048857142857142856,0.007816326530612245,-1.0202142857142857
2015-01-22 17:19:08,testdevice,1,-0.037132653061224485,-0.009765306122448978,-1.022173469387755
2015-01-22 17:19:08,testdevice,1,-0.03908163265306122,0.009765306122448978,-1.022173469387755
2015-01-22 17:19:08,testdevice,1,-0.0351734693877551,0.003908163265306123,-1.0241224489795917
2015-01-22 17:19:09,testdevice,1,-0.0351734693877551,0.003908163265306123,-1.0241224489795917
2015-01-22 17:19:09,testdevice,1,-0.04494897959183673,-0.005857142857142857,-1.022173469387755
2015-01-22 17:19:09,testdevice,1,-0.048857142857142856,0.003908163265306123,-1.0299897959183673
2015-01-22 17:19:09,testdevice,1,-0.037132653061224485,0.013673469387755101,-1.0163061224489796
2015-01-22 17:19:09,testdevice,1,-0.03908163265306122,-0.005857142857142857,-1.0280408163265304
2015-01-22 17:19:09,testdevice,1,-0.03908163265306122,-0.01954081632653061,-1.018265306122449
2015-01-22 17:19:09,testdevice,1,-0.03908163265306122,0.011724489795918367,-1.0163061224489796
2015-01-22 17:19:09,testdevice,1,-0.05472448979591836,-0.003908163265306123,-1.026081632653061
2015-01-22 17:19:09,testdevice,1,-0.0351734693877551,-0.009765306122448978,-1.0280408163265304
2015-01-22 17:19:09,testdevice,1,-0.04494897959183673,-0.009765306122448978,-1.0299897959183673
2015-01-22 17:19:10,testdevice,1,-0.04494897959183673,-0.009765306122448978,-1.0299897959183673
2015-01-22 17:19:10,testdevice,1,-0.0351734693877551,0.005857142857142857,-1.022173469387755
2015-01-22 17:19:10,testdevice,1,-0.029316326530612242,-0.007816326530612245,-1.026081632653061
2015-01-22 17:19:10,testdevice,1,-0.04689795918367347,0.007816326530612245,-1.0143571428571427
2015-01-22 17:19:10,testdevice,1,-0.03126530612244898,-0.011724489795918367,-1.022173469387755
2015-01-22 17:19:10,testdevice,1,-0.04689795918367347,0.0019489795918367343,-1.0202142857142857
2015-01-22 17:19:10,testdevice,1,-0.03126530612244898,-0.005857142857142857,-1.0299897959183673
2015-01-22 17:19:10,testdevice,1,-0.04104081632653061,0.005857142857142857,-1.0299897959183673
2015-01-22 17:19:10,testdevice,1,-0.037132653061224485,0.007816326530612245,-1.0104489795918368
2015-01-22 17:19:11,testdevice,1,-0.037132653061224485,0.007816326530612245,-1.0104489795918368
2015-01-22 17:19:11,testdevice,1,-0.056673469387755096,0.0019489795918367343,-1.0123979591836734
2015-01-22 17:19:11,testdevice,1,-0.05080612244897959,0.013673469387755101,-1.022173469387755
2015-01-22 17:19:11,testdevice,1,-0.04689795918367347,-0.007816326530612245,-1.026081632653061
2015-01-22 17:19:11,testdevice,1,-0.04494897959183673,0.005857142857142857,-1.022173469387755
2015-01-22 17:19:11,testdevice,1,-0.048857142857142856,-0.003908163265306123,-1.026081632653061
2015-01-22 17:19:11,testdevice,1,-0.04104081632653061,0.003908163265306123,-1.0299897959183673
2015-01-22 17:19:11,testdevice,1,-0.048857142857142856,-0.003908163265306123,-1.0123979591836734
2015-01-22 17:19:11,testdevice,1,-0.042989795918367345,0.005857142857142857,-1.018265306122449
2015-01-22 17:19:11,testdevice,1,-0.048857142857142856,-0.007816326530612245,-1.022173469387755
2015-01-22 17:19:12,testdevice,1,-0.048857142857142856,-0.007816326530612245,-1.022173469387755
2015-01-22 17:19:12,testdevice,1,-0.042989795918367345,-0.005857142857142857,-1.0241224489795917
2015-01-22 17:19:12,testdevice,1,-0.05080612244897959,-0.007816326530612245,-1.0241224489795917
2015-01-22 17:19:12,testdevice,1,-0.03322448979591836,-0.011724489795918367,-1.0319489795918366
2015-01-22 17:19:12,testdevice,1,-0.0351734693877551,-0.005857142857142857,-1.026081632653061
2015-01-22 17:19:12,testdevice,1,-0.05080612244897959,-0.0019489795918367343,-1.022173469387755
2015-01-22 17:19:12,testdevice,1,-0.05276530612244898,-0.007816326530612245,-1.0202142857142857
2015-01-22 17:19:12,testdevice,1,-0.048857142857142856,0.003908163265306123,-1.0123979591836734
2015-01-22 17:19:12,testdevice,1,-0.048857142857142856,-0.009765306122448978,-1.0202142857142857
2015-01-22 17:19:13,testdevice,1,-0.042989795918367345,0.003908163265306123,-1.0338979591836732
2015-01-22 17:19:13,testdevice,1,-0.05080612244897959,0.005857142857142857,-1.0319489795918366
2015-01-22 17:19:13,testdevice,1,-0.04494897959183673,0.0019489795918367343,-1.018265306122449
2015-01-22 17:19:13,testdevice,1,-0.03322448979591836,-0.0019489795918367343,-1.0241224489795917
2015-01-22 17:19:13,testdevice,1,-0.042989795918367345,0.007816326530612245,-1.0202142857142857
2015-01-22 17:19:13,testdevice,1,-0.02539795918367347,-0.01954081632653061,-1.026081632653061
2015-01-22 17:19:13,testdevice,1,-0.042989795918367345,0.01954081632653061,-1.0202142857142857
2015-01-22 17:19:13,testdevice,1,-0.04689795918367347,-0.0019489795918367343,-1.022173469387755
2015-01-22 17:19:13,testdevice,1,-0.042989795918367345,-0.011724489795918367,-1.0241224489795917
2015-01-22 17:19:14,testdevice,1,-0.042989795918367345,-0.011724489795918367,-1.0241224489795917
2015-01-22 17:19:14,testdevice,1,-0.037132653061224485,0.007816326530612245,-1.0299897959183673
2015-01-22 17:19:14,testdevice,1,-0.0351734693877551,0.007816326530612245,-1.022173469387755
2015-01-22 17:19:14,testdevice,1,-0.048857142857142856,0.003908163265306123,-1.0202142857142857
2015-01-22 17:19:14,testdevice,1,-0.05080612244897959,-0.0019489795918367343,-1.018265306122449
2015-01-22 17:19:14,testdevice,1,-0.037132653061224485,0.013673469387755101,-1.0163061224489796
2015-01-22 17:19:14,testdevice,1,-0.05472448979591836,0.0019489795918367343,-1.0280408163265304
