eventdate,deviceid,driverid,x,y,z
2015-01-22 09:35:34,testdevice,6,-0.017581632653061223,0.06448979591836734,-1.018265306122449
2015-01-22 09:35:34,testdevice,6,-0.011724489795918367,0.06644897959183672,-1.022173469387755
2015-01-22 09:35:34,testdevice,6,-0.013673469387755101,0.06058163265306122,-1.0163061224489796
2015-01-22 09:35:34,testdevice,6,-0.02539795918367347,0.07035714285714285,-1.018265306122449
2015-01-22 09:35:34,testdevice,6,-0.011724489795918367,0.06839795918367346,-1.0123979591836734
2015-01-22 09:35:34,testdevice,6,-0.009765306122448978,0.06254081632653061,-1.0084897959183674
2015-01-22 09:35:34,testdevice,6,-0.013673469387755101,0.07230612244897959,-1.0143571428571427
2015-01-22 09:35:34,testdevice,6,-0.005857142857142857,0.06254081632653061,-1.0163061224489796
2015-01-22 09:35:34,testdevice,6,-0.003908163265306123,0.07035714285714285,-1.0143571428571427
2015-01-22 09:35:34,testdevice,6,-0.017581632653061223,0.06058163265306122,-1.0241224489795917
2015-01-22 09:35:35,testdevice,6,-0.017581632653061223,0.06058163265306122,-1.0241224489795917
2015-01-22 09:35:35,testdevice,6,0.005857142857142857,0.056673469387755096,-1.0104489795918368
2015-01-22 09:35:35,testdevice,6,-0.02539795918367347,0.058632653061224484,-1.0319489795918366
2015-01-22 09:35:35,testdevice,6,0.0019489795918367343,0.07426530612244897,-1.0045816326530612
2015-01-22 09:35:35,testdevice,6,-0.0019489795918367343,0.06839795918367346,-1.018265306122449
2015-01-22 09:35:35,testdevice,6,-0.027357142857142854,0.058632653061224484,-1.0299897959183673
2015-01-22 09:35:35,testdevice,6,-0.03126530612244898,0.07426530612244897,-1.0065408163265306
2015-01-22 09:35:35,testdevice,6,-0.005857142857142857,0.06448979591836734,-1.0143571428571427
2015-01-22 09:35:35,testdevice,6,-0.03126530612244898,0.07426530612244897,-1.0163061224489796
2015-01-22 09:35:36,testdevice,6,-0.029316326530612242,0.06058163265306122,-1.0065408163265306
2015-01-22 09:35:36,testdevice,6,-0.023448979591836734,0.07230612244897959,-1.026081632653061
2015-01-22 09:35:36,testdevice,6,-0.005857142857142857,0.07035714285714285,-1.0104489795918368
2015-01-22 09:35:36,testdevice,6,-0.023448979591836734,0.08598979591836733,-0.9987142857142857
2015-01-22 09:35:36,testdevice,6,-0.01954081632653061,0.06058163265306122,-1.0026326530612244
2015-01-22 09:35:36,testdevice,6,-0.007816326530612245,0.056673469387755096,-1.022173469387755
2015-01-22 09:35:36,testdevice,6,0.003908163265306123,0.07230612244897959,-1.0202142857142857
2015-01-22 09:35:36,testdevice,6,-0.011724489795918367,0.0762142857142857,-1.0280408163265304
2015-01-22 09:35:36,testdevice,6,-0.007816326530612245,0.05276530612244898,-1.026081632653061
2015-01-22 09:35:37,testdevice,6,-0.007816326530612245,0.05276530612244898,-1.026081632653061
2015-01-22 09:35:37,testdevice,6,-0.003908163265306123,0.07426530612244897,-1.0084897959183674
2015-01-22 09:35:37,testdevice,6,-0.009765306122448978,0.06448979591836734,-1.0065408163265306
2015-01-22 09:35:37,testdevice,6,-0.01954081632653061,0.06448979591836734,-1.0241224489795917
2015-01-22 09:35:37,testdevice,6,-0.007816326530612245,0.06448979591836734,-1.018265306122449
2015-01-22 09:35:37,testdevice,6,-0.011724489795918367,0.05472448979591836,-1.000673469387755
2015-01-22 09:35:37,testdevice,6,-0.007816326530612245,0.07230612244897959,-1.0241224489795917
2015-01-22 09:35:37,testdevice,6,-0.005857142857142857,0.06058163265306122,-1.0202142857142857
